69;127;87;194;LISGOOLD;x
70;43;159;43;BALLYNOE;x
71;127;165;44;CONNA;x
72;127;150;169;CLONDULANE;x
73;127;102;69;KILDORRERY;x
74;1;141;40;MITCHELSTOWN;x
75;85;99;196;ANNESGROVE;x
76;169;153;42;MALLOW;x
77;1;156;170;BALLYHOOLY;x
78;85;147;41;FERMOY;x
79;43;144;168;DONERAILE;x
80;127;27;184;LISCARROLL;x
81;85;24;56;MILFORD;x
82;127;42;59;NEWTOWN;x
83;169;30;57;SPRINGMOUNT;x
84;169;45;187;GLANDINE;x
85;85;54;61;NEWPORT;x
86;169;60;62;MONATRIM;x
87;43;111;198;LISMORE;x
88;1;63;190;MONALOUR;x
89;43;66;63;MELLERAY;x
90;43;51;188;TALLOW;x
91;1;48;60;GLENDEISH;x
92;127;57;189;BALLYDUFF;x
93;85;114;71;KNOCKADULLANE;x
94;85;69;191;KINSALEBEG;x
95;85;84;66;ARDMORE;x
96;1;78;65;CLASHMORE;x
97;169;105;197;GRANGE;x
98;1;108;70;GOISH;x
99;127;135;39;AGLISH;x
100;169;75;192;RINGVILLE;x
101;127;72;64;LOGNAGOSE;x
102;85;132;166;DUNGARVAN;x
103;43;129;38;KEEREEN;x
104;169;96;97;PILLTOWN;x
105;169;111;227;COOLNASMEAR;x
106;169;138;167;BALLINAMEELA;x
107;1;126;165;KNOCKENPOWER;x
108;85;150;6;BUNMAHON;x
109;1;6;145;KIL;x
110;43;147;133;KILMACTHOMAS;x
111;1;144;5;GARRANMILLON;x
112;43;9;18;BALLYDWAN;x
113;85;135;131;STRADBALLY;x
114;169;141;132;BALLYVOYLE;x
115;43;132;3;CUTTEEN;x
116;127;138;4;MAHON;x
117;85;12;146;LEMYBRIEN;x
118;127;15;19;KNOCKNACULLEN;x
119;85;27;21;COUM;x
120;169;24;177;SLEADY;x
121;127;108;99;TOORANEENA;x
122;169;18;147;KILBRIEN;x
123;127;93;224;BOHADOON;x
124;43;24;148;BALLYNAMULT;x
125;1;27;50;SKEEHANS;x
126;1;21;20;CROUGHATESKIN;x
127;85;105;226;NIRE;x
128;1;99;225;CLONLEIGH;x
129;1;84;95;GLEANNCAOIL;x
130;43;87;223;WOODHOUSE;x
131;85;90;96;BALLYGAMBON;x
132;127;78;94;KILMANAHAN;x
133;169;81;222;BAWNFAUN;x
134;43;102;98;BALLINAFINA;x
135;85;75;221;SCROUTHEA;x
136;169;33;22;KILGANEY;x
137;1;36;150;DERRINLAUR;x
138;85;180;11;BRITTONSTOWN;x
139;127;183;139;HARNEY;x
140;1;174;10;COOLMORE;x
141;169;171;137;CLONDONNEL;x
142;169;201;142;RETAGH;x
143;127;30;149;SALAHEEN;x
144;127;168;9;CLONEA;x
145;43;114;163;FEWS;x
146;127;198;14;MILLVALE;x
147;127;63;219;AUGHNABRONE;x
148;43;39;23;CREHANA;x
149;43;192;13;ANNESTOWN;x
150;169;126;2;DUNHILL;x
151;1;129;130;SHANACLUNE;x
152;85;165;136;ARDNAHOE;x
153;85;195;141;PORTLAW;x
154;43;177;138;CARROLLS;x
155;1;159;135;BEALOUGH;x
156;127;123;129;FENOR;x
157;43;162;8;CARRIGAVANTRY;x
158;127;153;134;CARRAIGBRAGHAN;x
159;43;72;93;MARSHMEADOWS;x
160;169;186;12;WATERFORD;x
161;1;189;140;TERRERATH;x
162;1;114;0;COXTOWN;x
163;85;153;71;KILLURE;x
164;1;69;220;SHANGAN;x
165;169;66;92;KILLOTTERAN;x
166;43;117;128;TRAMORE;x
167;127;141;69;CORBALLY;x
168;85;120;1;DUNMORE;x
169;169;204;207;FORENAUGHT;x
170;169;108;162;RENIN;x
171;85;117;36;CAHERMORE;x
172;84;156;26;DURSEY;x
173;127;105;34;MULLIN;x
174;85;102;161;OAKMOUNT;x
175;126;159;154;DIRREEN;x
176;127;90;159;KILQUANE;x
177;43;99;33;SANDMOUNT;x
178;127;75;29;GLENGARRIFF;x
179;169;93;32;DERRYCREHA;x
180;85;87;31;COOMHOLA;x
181;127;45;24;GLANBEG;x
182;85;72;156;TREANAMADREE;x
183;1;81;30;DROMLICKARUE;x
184;43;69;28;LEENANE;x
185;43;84;158;DROMSULLIVAN;x
186;1;66;155;COOMACULLEN;x
187;169;63;27;KILCROHANE;x
188;85;57;26;ROOSKA;x
189;127;60;154;RATHRUANE;x
190;1;51;25;GLOUN;x
191;43;54;153;FORTVIEW;x
192;169;78;157;BALLINVRINA;x
193;169;48;152;COLLA;x
194;1;204;15;CORTHNA;x
195;43;207;143;RATHOORA;x
196;169;3;17;KILBRONOGUE;x
197;127;0;144;SHIPLAKE;x
198;85;210;16;DUROD;x
199;85;42;151;TOORMORE;x
200;1;54;90;CAPECLEAR;x
201;43;57;218;TRAGUMNA;x
202;85;60;91;AUGHADOWN;x
203;1;207;80;ARDRALLA;x
204;169;51;217;TRACARTA;x
205;85;45;216;CASTLETOWNSHEND;x
206;43;42;88;BLUID;x
207;85;30;86;CLOUNKEEN;x
208;169;21;212;BUNKILLA;x
209;43;27;213;LAHANAGHT;x
210;169;36;87;GORTNACLOHY;x
211;127;33;214;MEENIES;x
212;1;24;85;CAHERAGH;x
213;1;39;215;AGHATUBRID;x
214;127;48;89;BALLYHILOW;x
215;127;18;84;OWENAHINCHA;x
216;85;15;211;BALLYOUGHTERA;x
217;1;9;210;BURGATIA;x
218;43;12;83;GARRYGLOSS;x
219;85;0;81;KNOCKSKEAGH;x
220;127;171;74;DERRYCLOGH;x
221;43;210;208;KNOCKMORE;x
222;169;159;72;DROUMLEENA;x
223;1;162;200;DERRINASAFA;x
224;127;3;209;NEDINEAGH;x
225;169;6;82;ARDCAHAN;x
226;43;165;73;MANCH;x
227;85;168;201;SCRAHANE;x
228;169;174;202;COOLABAWNA;x
229;85;198;206;MAULROUR;x
230;43;195;78;KILMOYLERANE;x
231;85;111;156;MOUNTEEN;x
232;169;189;77;DARRARA;x
233;127;201;79;SHANNONVALE;x
234;85;183;76;GRANAR;x
235;43;180;203;TIMOLEAGUE;x
236;127;186;204;GARRINDRUIG;x
237;85;138;196;KNOCKNAGAPPUL;x
238;43;150;198;BALLINROHER;x
239;169;144;197;BOXTOWN;x
240;1;147;70;LAHERNE;x
241;43;120;193;KILKERRAN;x
242;127;96;189;CASTLELACK;x
243;169;99;62;CLANCOOLBEG;x
244;85;93;61;BALLYHOOLEEN;x
245;43;90;188;GAHANIVE;x
246;169;84;187;ARDFIELD;x
247;127;81;59;CORRBALLY;x
248;1;87;60;LISAVAIRD;x
249;127;126;194;INTACK;x
250;1;132;195;LISLEVANE;x
251;169;129;67;CURRIHEVERN;x
252;43;135;68;COURTMACSHERRY;x
253;169;69;57;;OLDCOURT;x
254;85;78;186;RINGRONE;x
255;85;123;66;BALLYMACCUS;x
256;1;72;185;SLIEVEGULLANE;x
257;169;114;192;BALLYDAWLEY;x
258;43;75;58;SHIPPOOL;x
259;85;108;191;BALLYREGAN;x
260;1;57;55;BELLVUE;x
261;43;105;63;LACKNACUMMEEN;x
262;43;60;183;BALLYFEARD;x
263;169;39;52;MYRTLEVILLE;x
264;85;63;56;RENNIES;x
265;85;48;181;NEWCESTOWN;x
266;127;51;54;BALLYNAMUCK;x
267;43;45;53;COOME;x
268;127;66;184;BORRISMORE;x
269;169;54;182;HIGHFORT;x
270;1;42;180;KNOCKAVILLA;x
271;127;36;179;TOUGH;x
272;86;81;206;AHARAS;x
273;128;84;79;GURTEENROE;x
274;85;33;51;CURRAHY;x
275;44;78;78;MONEYFLUGH;x
276;86;96;81;CURAHEEN;x
277;170;87;207;KILAVOULTRA;x
278;2;75;205;LACKNAHACKNEE;x
279;2;90;80;HORSEMOUNT;x
280;170;102;82;LACKANEEN;x
281;44;105;18;AUBANE;x
282;128;69;204;KILCORNEY;x
283;44;108;83;COOLBANE;x
284;128;99;209;DRISHANE ;x
285;170;72;77;COOLINARNA;x
286;86;30;41;LAKEFIELD;x
287;2;105;210;MYSHAL;x
288;128;114;84;MONAVADDRA;x
289;86;111;211;KILLCULLEN;x
290;170;117;212;GLOUNAGLOUGH;x
291;44;123;213;LISNASHANDRUM;x
292;44;195;33;BALLYSHONIN;x
293;86;183;31;BALLYHEADA;x
294;2;192;160;BALLYGARVAN;x
295;170;189;32;RINGASKIDDY;x
296;128;186;159;CARRIGROE;x
297;2;207;35;CARRIGANARRA;x
298;170;204;162;BALLYMAW;x
299;2;102;145;SPUR;x
300;44;210;163;CLOGHEEN;x
301;2;120;85;CASTLEJANE;x
302;86;126;86;BULA;x
303;128;129;214;DROMGARIFF;x
304;1;90;25;BALLINABORTAGH;x
305;169;87;152;COOLACUSSANE;x
306;127;84;24;KILCULLANE;x
307;43;93;153;LOUGHLEA;x
308;170;132;87;CLONMEEN;x
309;127;99;154;KNOCKARDSHARRIVE;x
310;2;135;215;SHANACLOUGH;x
311;85;96;26;COOLCAUM;x
312;128;3;164;GLASHA;x
313;128;33;169;DANESFORT;x
314;86;0;36;DROMORE;x
315;43;108;28;KNOCKAFUTIGH;x
316;169;102;27;KNOCKAHORREA;x
317;1;105;155;KILLELTON;x
318;170;186;67;KILLAVOY;x
319;128;183;194;BALLYGRADY;x
320;2;189;195;JOHNSBRIDGE;x
321;85;81;151;PROPOGUE;x
322;43;78;23;KENNELWORTH;x
323;1;75;150;BALLYMAKEIGH;x
324;169;72;22;GYLEEN;x
325;127;69;149;ARDRA;x
326;128;198;69;CLOYNE;x
327;44;192;68;GARRYVOE;x
328;86;195;196;KILLORGA;x
329;43;63;148;CREAKEN;x
330;85;66;21;FANISK;x
331;2;9;165;MARLOGUE;x
332;2;177;30;MILEBUSH;x
333;44;63;203;CASTLERROCK;x
334;2;60;75;GRANGECON;x
335;170;174;157;MEENANE ;x
336;128;171;29;ARDNAGEEHY;x
337;170;57;202;LAURELS;x
338;86;168;156;BALLINVINNY;x
339;44;165;28;BALLINCURRIG;x
340;44;180;158;DUNDELLERICK;x
341;86;153;26;ANNMOUNT;x
342;2;162;155;LEAMLARA;x
343;170;6;37;GLENREIGH;x
344;44;12;38;BOOLDURRAGHA;x
345;128;156;154;SPIKLE;x
346;170;159;27;SHANACOOLE;x
347;128;54;74;COOLRUE;x
348;86;51;201;COOLAGOWN;x
349;128;126;149;BALLYENAHAN;x
350;44;48;73;GLENAHULLA;x
351;44;150;153;CLONLOUGH;x
352;170;144;152;BALLYCRANA;x
353;86;123;21;SHRALA;x
354;2;147;25;KNOCKANEVIN;x
355;2;132;150;GLENABO;x
356;143;130;27;CASTLEHYDE;x
357;170;114;147;LOBINSTOWN;x
358;170;129;22;LABBACALLY;x
359;2;45;200;IRONMINES;x
360;44;120;148;FOUNTAINVILLE;x
361;170;42;72;GLENAFANA;x
362;44;33;198;CONVAMORE;x
363;86;36;71;RAHARD;x
364;128;39;199;TURNPIKE;x
365;86;108;146;SAFFRON;x
366;86;201;226;ARDPRIOR;x
367;2;30;70;MCCARTHY;x
368;170;27;197;BALLINGIRLOUGH;x
369;44;198;98;CAPNAGOUL;x
370;170;207;227;DROMINA;x
371;2;210;0;BOWENSFORD;x
372;128;204;99;CASTLELISHON;x
373;128;24;69;LAURAGH;x
374;170;192;97;BUNAW;x
375;128;189;224;KNOCKATEE;x
376;86;72;6;TUOSIST;x
377;44;69;133;INCHES;x
378;86;3;1;DIRREENCALLAUGH;x
379;44;0;128;GLENINCHIQUIN;x
380;2;66;5;KNOCKDURAGH;x
381;128;6;129;BONANE;x
382;2;12;130;KENMARE;x
383;170;9;2;CLEADY;x
384;170;63;132;LISBABE;x
385;44;15;3;BARRADUFF ;x
386;86;18;131;FUSTANE;x
387;170;24;132;KILGARVAN;x
388;128;21;4;GORTHLOUGHERA;x
389;128;60;4;INCHEESE;x
390;128;36;134;COOLNOOHILL;x
391;2;87;15;SNEEM;x
392;44;90;143;PARKNASILLA;x
393;128;96;144;GLENLARHAN;x
394;128;111;19;TAHILLA;x
395;86;93;16;DRIMNAMORE;x
396;44;54;3;TEMPLENOE;x
397;128;75;134;LOMANAGH;x
398;86;99;151;DROMQUINNA;x
399;2;51;130;COOLNAGERAGH;x
400;2;42;135;BLACKWATER;x
401;43;60;33;DINISH;x
402;170;78;7;SLIEVENUSHASKA;x
403;170;54;137;ESKNALOUGHOGE;x
404;170;84;142;LEAGHILLAUN;x
405;86;63;11;WHITESTRAND;x
406;42;15;93;BROUGHANE;x
407;2;57;10;STAIGUE;x
408;128;51;9;DERRYNANE;x
409;44;45;8;CAHERDANIEL;x
410;44;84;8;SCARIFF;x
411;86;78;141;CAHERSIVEEN;x
412;170;99;17;VALENTIA;x
413;128;81;14;PORTMAGEE;x
414;128;63;174;KERRYCLIFFS;x
415;2;117;20;KILPEACAN;x
416;44;60;138;REENARD;x
417;128;66;139;INCHIMACTEIGUE;x
418;86;141;216;ROSSBEIGH;x
419;44;138;88;GLENBEIGH;x
420;170;147;217;CROMANE;x
421;44;153;218;GLENCAR;x
422;128;144;89;MOYFADDA;x
423;2;150;90;ARDNAGLA;x
424;86;21;196;CLOUNBRANE;x
425;86;156;91;CASHLAGH;x
426;128;159;219;BOOLAKEEL;x
427;170;162;92;KILLEENLEAGH;x
428;44;39;78;WATERVILLE;x
429;170;33;77;TERMONS;x
430;2;180;95;BUNGLASHA;x
431;86;42;206;MASTERGEEHY;x
432;128;30;204;KENNEIGH;x
433;128;141;24;KILLARNEY;x
434;44;135;23;TIERNABOUL;x
435;170;66;47;KILBREAN;x
436;2;39;170;CUMEEN;x
437;86;138;151;MUCKROSS;x
438;170;21;167;BEAUFORT;x
439;170;36;42;DUNLOE;x
440;170;150;32;RANALOUGH;x
441;86;15;166;KILGOBNET;x
442;44;132;58;GROYNE;x
443;2;129;185;COOLEANIG;x
444;170;126;57;FAHA;x
445;128;18;39;BALLYEIGHTRAGH;x
446;86;120;56;LINBINS;x
447;128;147;159;BALLYHAR;x
448;44;42;43;SCARTAGLEN;x
449;86;45;171;COUNGUILLA;x
450;44;27;168;SCARTAGLIN;x
451;128;108;54;BEHEENAGH;x
452;2;24;40;COCKHILL;x
453;86;60;46;MOUNTFALVEY;x
454;170;51;172;TOOREENGARRIVE;x
455;2;69;175;BALLINAHULLA;x
456;2;54;45;RATHMORE;x
457;2;72;140;CLOUNTS;x
458;2;84;50;HONEYPOUND;x
459;170;69;12;KNOCKNACOPPLE;x
460;44;57;173;MOUNTHORGAN;x
461;170;81;177;CALFMOUNT;x
462;2;99;180;GLENFLESK;x
463;44;102;53;GORTACOOSH;x
464;170;111;182;ARTIGALLIVAN;x
465;128;48;44;DERRYLEAGH;x
466;44;117;183;MILLEEN;x
467;2;114;55;BARRAKILLA;x
468;128;123;184;KILCUMMIN;x
469;86;105;181;COOLICK;x
470;86;6;66;CURROW;x
471;44;18;68;INCHABEE;x
472;2;15;195;CLASH;x
473;128;45;79;DINGLE;x
474;170;48;207;VENTRY;x
475;2;36;205;KNOCKAVROGEEN;x
476;2;51;80;DOONSHEAN;x
477;170;210;192;BRANDON;x
478;2;0;65;CLOGHANE;x
479;44;3;193;GOULANE;x
480;128;9;194;CASTLEGREGORY;x
481;44;54;208;ANNASCAUL;x
482;128;174;94;GLEANNAGALT;x
483;128;165;99;CAMP;x
484;170;177;222;COUMEENOOLE;x
485;170;12;67;FEARANN;x
486;2;165;220;KILDURRIHY;x
487;128;0;199;TRALEE;x
488;170;3;72;BLENNERVILLE;x
489;170;18;202;LEEBROOK;x
490;2;21;75;POTALLEY;x
491;44;9;73;RATHANNY;x
492;86;210;71;CASTLEMAINE;x
493;127;114;29;BOOLTEENS;x
494;2;6;200;KILLORGLIN;x
495;169;117;157;TULLIG;x
496;128;105;89;FENIT;x
497;86;12;201;FROGMORE;x
498;44;99;88;LISTELLICK;x
499;170;108;217;BALLINVOSHERIG;x
500;44;183;223;EDENBURN;x
501;2;111;90;BALLYDWYER;x
502;86;102;216;MWEENALAA;x
503;128;120;219;KIELBAWN;x
504;44;51;38;BALLYFEDORA;x
505;86;207;156;CLOGHAVOLA;x
506;2;66;60;CASTLEISLAND;x
507;86;54;166;BROSNA ;x
508;44;204;28;BALLYPLYMOTH;x
509;2;156;75;CORDAL;x
510;128;210;29;FIRA;x
511;126;6;219;LIXNAW;x
512;2;186;80;FINUGE;x
513;2;186;25;MUCKENAUGH;x
514;44;159;203;KILFEIGHNY;x
515;128;12;214;BANNA;x
516;2;48;220;ARDFERT;x
517;170;15;87;SKIRLOUGH;x
518;44;51;93;KILMOYLEY;x
519;86;207;211;BALLYHEIGUE;x
520;44;189;208;GLENDERRY;x
521;86;192;81;CAUSEWAY;x
522;86;177;206;CLEANDRIES;x
523;170;30;217;LYRACRUMPANE;x
524;128;27;89;GORTDROMAGOUNA;x
525;2;33;90;CLOUGHBOULA;x
526;44;21;88;KNOCKADIREEN;x
527;128;42;219;BALLYRICKARD;x
528;170;45;92;DERRINDAFFE;x
529;128;96;199;LISTOWEL;x
530;128;141;79;TANAVALLA;x
531;2;102;200;SKEHENERIN;x
532;86;138;206;GUNSBOROUGH;x
533;170;6;92;BALLYBUNION;x
534;170;144;207;BROMORECLIFFS;x
535;44;210;218;LITTOR;x
536;44;150;208;ASTEE;x
537;128;186;214;TARBERT;x
538;86;0;91;BALLYLONGFORD;x
539;86;153;81;SALLOWGLEN;x
540;2;147;80;TARMON;x
541;2;177;85;MUHER;x
542;86;183;86;KNOCKANURE;x
543;87;57;36;GLIN;x
544;45;21;193;BALLYGOUGHLIN;x
545;129;60;164;BALLYGUILTENANE;x
546;44;180;213;CLOUNOUGHTER;x
547;130;105;204;LOGHILL;x
548;129;105;44;CHERRYGROVE;x
549;3;66;165;LISREADY;x
550;171;108;172;LACCA;x
551;42;183;213;KNOCKNABOULA;x
552;129;120;174;CLOUNLEHARD;x
553;45;69;38;GLENGRAGARA;x
554;3;111;45;CLOONLAHARD;x
555;3;96;170;FOYNES;x
556;45;99;43;BALLYNASH;x
557;87;87;41;ARDINEER;x
558;171;93;42;SHANAGOLDEN;x
559;45;84;168;KNOCKARD;x
560;3;156;135;RATHBROUDER;x
561;45;33;58;BALLYHAHILL;x
562;45;204;143;SHANIDCASTLE;x
563;45;159;8;CLOUNCLOHESSY;x
564;129;42;24;NEWCASTLEWEST;x
565;45;36;23;MOVIDDY;x
566;45;0;88;CAPPAROE;x
567;11;28;46;KILREADY;x
568;45;51;153;MAHOONAGH;x
569;171;45;152;TEMPLEGLANTINE;x
570;3;48;25;TOURNAFULLA;x
571;45;66;28;ABBEYFEALE;x
572;87;54;26;KNOCKAWARRIGA;x
573;171;105;162;BALLYALLINAN;x
574;23;60;90;GREENLAWN;x
575;3;108;35;BALLYFRAWLEY;x
576;168;81;62;AHALIN;x
577;45;156;43;KILMEEDY;x
578;171;9;217;DONAMAN;x
579;45;111;163;FEENAGH;x
580;126;123;69;BALLYAGRAN;x
581;87;21;56;BALLYCULHANE;x
582;129;192;49;CREEVES;x
583;129;177;174;ASKEATON;x
584;129;24;184;INCHIROURKE;x
585;47;198;18;KILMALLOCK;x
586;89;201;146;COSHMA;x
587;47;0;148;FANSTOWN;x
588;47;60;158;BALLYGIBBA;x
589;168;126;197;OROURKES;x
590;3;30;185;GARRYFINE;x
591;42;33;188;DRAWLIN;x
592;171;27;57;CAPPANAHANE;x
593;87;6;181;;AMIGAN;x
594;129;9;54;CASTLELOUGH;x
595;87;36;186;BALLINAGUILE;x
596;168;27;187;BRUREE;x
597;89;63;31;DROMACOMER;x
598;89;39;161;CROAGH;x
599;89;3;21;LISBY;x
600;5;210;20;CLONOUL;x
601;131;204;19;CLONSHIRE;x
602;131;159;139;KILFINNY;x
603;89;141;136;KILTANNAN;x
604;131;144;9;BALLYMACAMORE;x
605;5;150;10;PLOUGHLANDS;x
606;89;156;11;GRANAGH;x
607;173;147;137;MANISTER;x
608;47;153;138;BALLINLEENY;x
609;173;162;12;LISKENNETT;x
610;86;90;51;GALTYMORE;x
611;128;93;179;KILBEHENY;x
612;170;96;52;GALTEECASTLE;x
613;128;15;74;ANGLESBOROUGH;x
614;170;15;32;GALBALLY;x
615;86;48;136;DROMAGH;x
616;92;165;186;GLENIFFY;x
617;128;12;159;GARRYSPILLANE;x
618;128;78;49;BALLYLANDERS;x
619;2;18;160;CULLANE;x
620;44;87;178;GLENROE;x
621;129;189;29;MONINE;x
622;86;75;176;ARDPATRICK;x
623;44;72;48;BAWNACLEA;x
624;128;132;29;KNOCKAINEY;x
625;128;135;144;BALLYCLOUGH;x
626;2;33;35;BALLYCONWAY;x
627;170;135;157;BRUFF;x
628;128;42;164;KILSHENANE;x
629;44;36;163;BALLINAGROUR;x
630;128;27;34;KILMACULLA;x
631;44;21;33;MARTINSTOWN;x
632;168;9;92;PALLASKENRY;x
633;2;48;165;PARADISE;x
634;170;45;37;KILDIMO;x
635;86;39;36;PILGRIMHILL;x
636;86;129;156;CLORANE;x
637;170;138;17;LIMERICK;x
638;170;30;162;ANNACOTTY;x
639;86;132;16;LISNAGRY;x
640;2;123;155;CASTLECONNELL;x
641;170;123;142;RICHILL;x
642;0;12;220;CLARINA;x
643;2;141;145;LOUGHANLEIGH;x
644;134;168;59;CAHERCONLISH;x
645;2;126;15;PUST;x
646;128;120;14;GREGANE;x
647;86;117;141;BALLYVOURNEEN;x
648;44;144;18;DROMBANNA;x
649;176;171;187;BALLYNEETY;x
650;44;129;143;CAHERNORRY;x
651;86;87;136;CAPPAMORE;x
652;44;6;158;MURROE;x
653;170;0;157;FARNANE;x
654;2;3;30;ANNAGH;x
655;86;9;31;CAPPANAHANA;x
656;86;24;161;GLENSTAL;x
657;2;96;10;DOON;x
658;170;108;12;DARKISLAND;x
659;128;90;9;TOOMALINE;x
660;44;114;13;LACKNAGOONEY;x
661;8;174;60;GORTAVALLA;x
662;170;93;137;GURTNAGEARA;x
663;128;105;139;CROUGHMAKEEN;x
664;2;111;140;CROUGHFOIL;x
665;86;117;91;TULLA;x
666;2;96;215;CLONDORNEY;x
667;2;126;220;KILBOGOON;x
668;44;114;218;ASHLER;x
669;44;129;93;FORTANE;x
670;170;93;87;CLONDANAGH;x
671;128;135;94;CAHER;x
672;128;90;214;CLONAGROVE;x
673;86;132;221;DRUMANDOORA;x
674;170;138;222;FLAGMOUNT;x
675;2;156;225;DERRYMACAR;x
676;128;150;224;POULAGOONA;x
677;44;111;48;FEAKLE;x
678;86;114;176;PARKROE;x
679;128;117;49;COOLAGOREE;x
680;170;105;47;KILRATEERA;x
681;44;141;53;TUAMGRANEY;x
682;170;120;177;POULNAGOWER;x
683;2;138;180;SCARRIFF;x
684;128;147;54;OGONNELLOE;x
685;44;156;183;MOUNTSHANNON;x
686;44;177;43;CLONTRA;x
687;2;93;45;SNATY;x
688;86;180;171;TRUAGH;x
689;44;96;173;BALLYGREEN;x
690;170;153;97;ERINAGH;x
691;2;153;55;BUNRATTY;x
692;170;150;182;CRATLOE;x
693;2;108;25;CLONMONEY;x
694;128;132;179;CLOUGHLEA;x
695;170;135;52;SIXMILEBRIDGE;x
696;86;39;141;URLANMORE;x
697;128;42;14;INISMACNAUGHTON;x
698;2;33;140;SHEPERTON;x
699;170;45;142;FENLOE;x
700;44;36;13;SPANCILHILL;x
701;128;27;139;CAPPAGHBEG;x
702;44;6;8;CHIPFIELD;x
703;44;21;138;KNOCKNAMUCKA;x
704;86;114;26;CRUSHEEN;x
705;170;0;7;BALLINRUAN;x
706;2;18;10;SRANAGALLOON;x
707;86;9;136;ENNIS;x
708;128;117;154;CLARECASTLE;x
709;2;3;135;BALLYALLA;x
710;170;150;137;KILLONE;x
711;128;12;9;BALLYMONGAUN;x
712;170;120;27;CLONDEGAD;x
713;86;69;146;CAHEREA;x
714;168;39;42;SLAVEEN;x
715;44;66;223;CLONFEIGH;x
716;86;69;96;CRAGLEIGH;x
717;170;105;2;COROFIN;x
718;170;90;227;CRAGMOHER;x
719;170;120;132;RANNAGH;x
720;44;126;133;POULIVAUN;x
721;86;114;131;KILLINABOY;x
722;44;111;3;BALLYPORTRY;x
723;84;186;31;DERULA;x
724;3;108;80;BALLYASHEA;x
725;44;96;128;DYSARTODEA;x
726;2;93;0;CLOONA;x
727;128;162;139;KILKEEDY;x
728;86;144;136;CLOON;x
729;2;123;5;BOSTON;x
730;44;141;8;GORTANURE;x
731;86;174;141;BEALACLUGGA;x
732;170;165;12;FURBO;x
733;86;189;16;DEELIN;x
734;128;177;14;CARRAN;x
735;170;180;142;BALLYVAUGHAN;x
736;2;198;145;GLENFORT;x
737;2;183;15;POULNABRONE ;x
738;128;192;144;GREGANS;x
739;129;69;9;FANORE;x
740;44;186;143;MURROOGH;x
741;87;66;136;GORTACARNAUN;x
742;2;168;140;KILMOON;x
743;44;171;13;LISDOONVARNA;x
744;3;93;205;TOOVAHERA;x
745;171;72;137;KILRUSH;x
746;129;24;129;MOYASTA;x
747;3;30;130;BREAFFA;x
748;45;33;3;TULLABRACK;x
749;171;42;132;KNOCKERRA;x
750;3;45;5;PERCYFRENCH;x
751;126;48;79;MOVEEN;x
752;84;45;206;QUERRIN;x
753;126;63;209;DOONAHA;x
754;84;60;81;CARRIGAHOLT;x
755;42;57;208;KILBAHA;x
756;0;54;80;CRAIQUES;x
757;87;36;131;COORACLARE;x
758;172;135;72;DANGANELLA;x
759;168;66;82;LABASHEEDA;x
760;47;72;68;LAKYLE;x
